gene_name,l2fc_protein_starvedtorich,condition,cellline,RNA_pvalue,l2fc_RNA_starvedtorich,l2fc_protein_per_RNA,,,,,
CARS2,-1.168990832,Arg,GCN2KO,NA,NA,NA,,,,,
DARS1,-0.449284805,Arg,GCN2KO,NA,NA,NA,,,,,
DARS2,-2.104467888,Arg,GCN2KO,6.75E-09,-1.730552624,-0.373915263,,,,,
EARS2,-0.162104487,Arg,GCN2KO,NA,NA,NA,,,,,
EPRS1,-1.35159214,Arg,GCN2KO,NA,NA,NA,,,,,
XAB2,-2.26173241,Arg,GCN2KO,NA,NA,NA,,,,,
FARSA,-0.77214803,Arg,GCN2KO,7.75E-11,-1.965784036,1.193636006,,,,,
FARSB,-0.900203098,Arg,GCN2KO,0.086826683,-0.343596012,-0.556607085,,,,,
HARS2,-1.31638982,Arg,GCN2KO,NA,NA,NA,,,,,
IARS1,-0.921533947,Arg,GCN2KO,NA,NA,NA,,,,,
IARS2,-0.879623207,Arg,GCN2KO,0.850284082,-0.06783492,-0.811788287,,,,,
SYNJ2BP,-1.337356395,Arg,GCN2KO,0.04813678,-0.745286839,-0.592069556,,,,,
KARS1,-0.796722745,Arg,GCN2KO,NA,NA,NA,,,,,
LARS1,-0.95607338,Arg,GCN2KO,NA,NA,NA,,,,,
LARS2,-1.609650675,Arg,GCN2KO,0.801549585,0.177581572,-1.787232247,,,,,
MARS1,-0.726807933,Arg,GCN2KO,NA,NA,NA,,,,,
SYMPK,-0.83575493,Arg,GCN2KO,NA,NA,NA,,,,,
NARS1,-0.500882492,Arg,GCN2KO,NA,NA,NA,,,,,
SYNE1,-3.132834092,Arg,GCN2KO,NA,NA,NA,,,,,
SYNE2,NA,Arg,GCN2KO,4.36E-08,1.542452983,NA,,,,,
NARS2,-0.484104835,Arg,GCN2KO,0.381573506,-0.600169255,0.11606442,,,,,
QARS1,-1.317756165,Arg,GCN2KO,NA,NA,NA,,,,,
RARS1,-0.647216735,Arg,GCN2KO,NA,NA,NA,,,,,
SARS1,0.09500986,Arg,GCN2KO,NA,NA,NA,,,,,
SARS2,-1.507919802,Arg,GCN2KO,NA,NA,NA,,,,,
TARS1,-0.95241474,Arg,GCN2KO,NA,NA,NA,,,,,
SNCA,-0.613746325,Arg,GCN2KO,0.011107044,-1.713633937,1.099887612,,,,,
VARS1,-1.081928958,Arg,GCN2KO,NA,NA,NA,,,,,
WARS1,-0.709821613,Arg,GCN2KO,NA,NA,NA,,,,,
WARS2,-0.14737138,Arg,GCN2KO,0.439674731,-0.290279603,0.142908223,,,,,
YARS1,-0.029592817,Arg,GCN2KO,NA,NA,NA,,,,,
YARS2,-0.62226351,Arg,GCN2KO,0.025220678,0.670270764,-1.292534274,,,,,
SZRD1,-1.072794567,Arg,GCN2KO,NA,NA,NA,,,,,
TMEM106B,-2.00636124,Arg,GCN2KO,NA,NA,NA,,,,,
GTF2E1,-1.11840391,Arg,GCN2KO,3.61E-04,1.837740572,-2.956144482,,,,,
GTF2E2,-2.006047255,Arg,GCN2KO,NA,NA,NA,,,,,
GTF2F1,-1.45107623,Arg,GCN2KO,0.422478582,0.325740395,-1.776816625,,,,,
GTF2F2,-0.839330748,Arg,GCN2KO,3.83E-04,1.18246641,-2.021797157,,,,,
GTF2H2C,-1.40443012,Arg,GCN2KO,0.014547086,-0.315036669,-1.089393451,,,,,
TAB1,-1.05441896,Arg,GCN2KO,NA,NA,NA,,,,,
TACC3,-1.667204793,Arg,GCN2KO,2.44E-05,-3.048739052,1.38153426,,,,,
TACO1,-0.8335292,Arg,GCN2KO,0.053991932,1.100449983,-1.933979183,,,,,
TARDBP,-0.966482773,Arg,GCN2KO,0.245735557,0.319701241,-1.286184013,,,,,
TAF12,-2.380535775,Arg,GCN2KO,0.230529269,0.486060683,-2.866596458,,,,,
TAF4,-0.894091208,Arg,GCN2KO,NA,NA,NA,,,,,
TAF5L,-2.859426827,Arg,GCN2KO,NA,NA,NA,,,,,
TAF6,3.256708855,Arg,GCN2KO,NA,NA,NA,,,,,
TAF6L,-2.4258883,Arg,GCN2KO,NA,NA,NA,,,,,
TAF9B,-3.22635574,Arg,GCN2KO,0.295544904,0.499556793,-3.725912533,,,,,
TAGLN2,-0.112174768,Arg,GCN2KO,NA,NA,NA,,,,,
TALDO1,-0.58951929,Arg,GCN2KO,1.96E-30,-2.426989687,1.837470397,,,,,
TAMM41,-0.972759688,Arg,GCN2KO,1.04E-05,1.386687131,-2.359446818,,,,,
TANC1,NA,Arg,GCN2KO,NA,NA,NA,,,,,
TAOK1,-1.295754205,Arg,GCN2KO,0.651317138,-0.189163154,-1.106591051,,,,,
CCDC59,-1.715923635,Arg,GCN2KO,3.48E-05,-0.629727118,-1.086196517,,,,,
TARBP1,-1.876545943,Arg,GCN2KO,NA,NA,NA,,,,,
TASOR,-1.478086933,Arg,GCN2KO,NA,NA,NA,,,,,
TATDN1,-1.006531362,Arg,GCN2KO,7.48E-06,0.642756735,-1.649288098,,,,,
TBC1D10A,-0.66350774,Arg,GCN2KO,NA,NA,NA,,,,,
TBC1D10B,-0.863520872,Arg,GCN2KO,NA,NA,NA,,,,,
TNKS1BP1,-3.16779681,Arg,GCN2KO,NA,NA,NA,,,,,
TUBA1B,-0.772441873,Arg,GCN2KO,0.936545819,0.010737288,-0.783179161,,,,,
TUBA1C,-0.893389483,Arg,GCN2KO,0.969461468,-0.005245197,-0.888144285,,,,,
Q9H853,1.77077625,Arg,GCN2KO,NA,NA,NA,,,,,
TUBB1,-3.584175775,Arg,GCN2KO,0.236629323,-1.15715333,-2.427022445,,,,,
TUBB2A,-0.608797385,Arg,GCN2KO,2.19E-16,-1.404192493,0.795395108,,,,,
TUBB3,-1.049656443,Arg,GCN2KO,3.41E-18,-1.409055728,0.359399286,,,,,
TUBB4A,-1.012470993,Arg,GCN2KO,9.83E-19,-1.3647342,0.352263207,,,,,
TUBB4B,-0.808205432,Arg,GCN2KO,2.83E-19,-1.408368197,0.600162765,,,,,
TUBB,-0.848383252,Arg,GCN2KO,1.50E-28,-1.569328783,0.720945531,,,,,
TUBB6,-0.790894275,Arg,GCN2KO,3.67E-23,-1.445549686,0.654655411,,,,,
TUBB8,2.64196313,Arg,GCN2KO,6.73E-17,-1.429432951,4.07139608,,,,,
TBC1D13,-2.569779058,Arg,GCN2KO,NA,NA,NA,,,,,
TBC1D15,-1.59458895,Arg,GCN2KO,0.007895041,0.527785383,-2.122374333,,,,,
TBC1D23,-0.89050928,Arg,GCN2KO,1.43E-15,1.371207311,-2.261716591,,,,,
TBC1D9B,-1.326721533,Arg,GCN2KO,NA,NA,NA,,,,,
TBCA,-0.68345356,Arg,GCN2KO,0.002026907,0.438060188,-1.121513748,,,,,
TBCB,-0.447026832,Arg,GCN2KO,2.82E-05,-1.06425108,0.617224247,,,,,
TBCD,-1.396358315,Arg,GCN2KO,NA,NA,NA,,,,,
TBC1D4,-1.646194953,Arg,GCN2KO,0.228450857,-0.968360546,-0.677834406,,,,,
TBCE,-1.5799838,Arg,GCN2KO,0.247163483,-0.190752409,-1.389231391,,,,,
TUBG1,-2.37714208,Arg,GCN2KO,2.30E-11,-1.760842254,-0.616299826,,,,,
TBL1XR1,-0.589453078,Arg,GCN2KO,0.1991329,0.985429211,-1.574882289,,,,,
TBL2,-0.817104437,Arg,GCN2KO,NA,NA,NA,,,,,
TBL3,-1.241094807,Arg,GCN2KO,NA,NA,NA,,,,,
TBP,-1.562570393,Arg,GCN2KO,NA,NA,NA,,,,,
TBPL1,-1.495776025,Arg,GCN2KO,0.049328593,-1.995365507,0.499589482,,,,,
TCAF1,-3.21281104,Arg,GCN2KO,0.414165345,-0.494653848,-2.718157192,,,,,
TCEAL3,-5.62531332,Arg,GCN2KO,NA,NA,NA,,,,,
TCEAL4,-1.22573792,Arg,GCN2KO,5.93E-11,0.723597305,-1.949335225,,,,,
TCEA1,-0.617409332,Arg,GCN2KO,0.048410169,0.56880883,-1.186218163,,,,,
TCF20,2.451301973,Arg,GCN2KO,0.628719055,-0.377942014,2.829243987,,,,,
TCOF1,0.142112382,Arg,GCN2KO,0.007243809,0.883978252,-0.741865869,,,,,
SUB1,-0.89248195,Arg,GCN2KO,9.87E-24,-1.638435995,0.745954045,,,,,
TCP1,-0.834851878,Arg,GCN2KO,0.028878821,-0.261198993,-0.573652884,,,,,
CCT2,-1.21460458,Arg,GCN2KO,1.56E-08,0.516558292,-1.731162872,,,,,
CCT4,-1.108903495,Arg,GCN2KO,0.013344022,0.286993277,-1.395896772,,,,,
CCT5,-1.210067532,Arg,GCN2KO,6.73E-05,-0.505062418,-0.705005114,,,,,
CCT3,-0.93126467,Arg,GCN2KO,8.75E-13,0.590439456,-1.521704126,,,,,
CCT7,-0.89262871,Arg,GCN2KO,7.92E-15,1.016363144,-1.908991854,,,,,
CCT8,-0.829177315,Arg,GCN2KO,8.57E-06,-0.642907965,-0.18626935,,,,,
CCT6B,-0.846833095,Arg,GCN2KO,2.01E-05,-1.016253663,0.169420568,,,,,
CCT6A,-0.83240445,Arg,GCN2KO,3.11E-07,-0.911969488,0.079565038,,,,,
TCERG1,-0.989709597,Arg,GCN2KO,0.098393054,0.559441319,-1.549150917,,,,,
TPT1,-1.278225698,Arg,GCN2KO,0.31903958,-0.112007487,-1.166218211,,,,,
DNTTIP2,-1.791534117,Arg,GCN2KO,1.40E-16,0.644150724,-2.435684841,,,,,
TDRD3,-3.569382677,Arg,GCN2KO,0.008794106,-1.71529412,-1.854088558,,,,,
TDRKH,-1.21349678,Arg,GCN2KO,NA,NA,NA,,,,,
TERF2IP,0.701186102,Arg,GCN2KO,0.353368086,-0.527039843,1.228225945,,,,,
PTGES3,-0.838631998,Arg,GCN2KO,4.80E-04,1.084488742,-1.92312074,,,,,
TECR,-1.009282177,Arg,GCN2KO,0.393115739,-0.180904393,-0.828377785,,,,,
TEFM,-5.004543206,Arg,GCN2KO,0.526715024,-0.171531109,-4.833012097,,,,,
VCP,-0.856359035,Arg,GCN2KO,0.962911439,0.017003418,-0.873362453,,,,,
TERF2,-0.094279523,Arg,GCN2KO,0.126871187,1.293505852,-1.387785375,,,,,
TES,-0.418851768,Arg,GCN2KO,0.014764232,0.708560855,-1.127412622,,,,,
TEX10,-1.020843135,Arg,GCN2KO,0.004226379,0.539658326,-1.560501461,,,,,
GTF2B,-2.004126273,Arg,GCN2KO,0.02052305,0.406389414,-2.410515686,,,,,
GTF2H4,-0.77297347,Arg,GCN2KO,NA,NA,NA,,,,,
GTF3C1,-4.346333287,Arg,GCN2KO,0.003431458,-1.52538433,-2.820948957,,,,,
GTF3C2,-0.837534015,Arg,GCN2KO,0.657721141,0.351965494,-1.189499509,,,,,
GTF3C3,-1.936883165,Arg,GCN2KO,0.224588277,-0.220253334,-1.716629831,,,,,
GTF3C4,-0.722184737,Arg,GCN2KO,NA,NA,NA,,,,,
GTF3C5,-1.969687598,Arg,GCN2KO,NA,NA,NA,,,,,
TFAM,-0.829246807,Arg,GCN2KO,8.49E-11,1.027348521,-1.856595328,,,,,
TFAP4,-2.592621397,Arg,GCN2KO,NA,NA,NA,,,,,
TFB1M,-2.20395372,Arg,GCN2KO,2.74E-07,-1.050748913,-1.153204807,,,,,
TFB2M,-1.458316017,Arg,GCN2KO,0.332982278,0.805800074,-2.264116092,,,,,
TFG,-0.084560745,Arg,GCN2KO,0.004382299,0.985272387,-1.069833132,,,,,
TFIP11,-1.493550727,Arg,GCN2KO,1.60E-19,1.446052611,-2.939603338,,,,,
TFRC,-1.189901235,Arg,GCN2KO,0.189487986,0.644943574,-1.834844809,,,,,
TGFBRAP1,-0.95503141,Arg,GCN2KO,NA,NA,NA,,,,,
MIA3,-2.403632818,Arg,GCN2KO,0.01565947,-0.724204249,-1.679428569,,,,,
ACAT2,-0.667311792,Arg,GCN2KO,0.015930126,-0.368764256,-0.298547537,,,,,
ACAA1,-0.859777548,Arg,GCN2KO,NA,NA,NA,,,,,
ACAT1,-1.918001673,Arg,GCN2KO,0.151178886,-0.234658492,-1.68334318,,,,,
ACAA2,-1.262031895,Arg,GCN2KO,0.366777398,0.302085005,-1.5641169,,,,,
TXN2,-1.539385377,Arg,GCN2KO,0.176309926,-0.344201694,-1.195183682,,,,,
THOC1,-1.658446783,Arg,GCN2KO,3.12E-06,-0.759615929,-0.898830853,,,,,
THOC2,-1.685326645,Arg,GCN2KO,0.89536688,-0.019702492,-1.665624153,,,,,
THOC3,-1.850680977,Arg,GCN2KO,0.110669032,-0.534519197,-1.316161781,,,,,
ALYREF,-0.85731993,Arg,GCN2KO,NA,NA,NA,,,,,
THOC5,-1.02405181,Arg,GCN2KO,3.57E-11,-1.17897667,0.15492486,,,,,
THOC6,-1.30387284,Arg,GCN2KO,NA,NA,NA,,,,,
THOC7,-1.905260255,Arg,GCN2KO,9.86E-16,-1.281699716,-0.623560539,,,,,
THOP1,-0.686079707,Arg,GCN2KO,0.491324442,-0.407281509,-0.278798198,,,,,
MPST,-0.338458107,Arg,GCN2KO,0.001636085,-1.38439298,1.045934872,,,,,
TST,-0.778636035,Arg,GCN2KO,0.008794321,-1.701948656,0.923312621,,,,,
THUMPD1,-0.593074682,Arg,GCN2KO,0.354525589,0.571164232,-1.164238915,,,,,
THUMPD3,-2.470639448,Arg,GCN2KO,0.625065416,0.082938438,-2.553577885,,,,,
THYN1,-0.852464808,Arg,GCN2KO,0.870926449,0.031091925,-0.883556733,,,,,
TIMM17B,NA,Arg,GCN2KO,0.003988671,-0.957086865,NA,,,,,
Q5SRD1,NA,Arg,GCN2KO,NA,NA,NA,,,,,
TIA1,-1.395174267,Arg,GCN2KO,0.269953454,0.457457683,-1.852631951,,,,,
TIAL1,-0.9264721,Arg,GCN2KO,0.816876014,0.060787356,-0.987259456,,,,,
TIMMDC1,-1.715962068,Arg,GCN2KO,0.505608391,-0.178877199,-1.537084869,,,,,
TRIM24,-5.048570238,Arg,GCN2KO,0.393180142,0.698506607,-5.747076845,,,,,
TRIM28,-0.994578125,Arg,GCN2KO,0.958390165,-0.033123213,-0.961454912,,,,,
TIGAR,-1.994886485,Arg,GCN2KO,0.225211939,1.026378607,-3.021265092,,,,,
TIMELESS,-5.877555566,Arg,GCN2KO,1.75E-06,-3.80677291,-2.070782657,,,,,
TIMM13,-0.224287203,Arg,GCN2KO,1.95E-18,-2.793217469,2.568930267,,,,,
DNAJC19,-0.361832142,Arg,GCN2KO,0.050628837,-0.343367433,-0.01846471,,,,,
TIMM29,-1.09951654,Arg,GCN2KO,NA,NA,NA,,,,,
TIMM44,-0.840381068,Arg,GCN2KO,2.28E-04,-1.043123805,0.202742738,,,,,
TIMM50,-0.982157285,Arg,GCN2KO,0.418285333,0.143973953,-1.126131238,,,,,
TIMM8B,-1.66547328,Arg,GCN2KO,NA,NA,NA,,,,,
TIPIN,-2.988665175,Arg,GCN2KO,0.023474302,-0.393994137,-2.594671038,,,,,
TIPRL,-0.77769604,Arg,GCN2KO,0.824906656,-0.046158044,-0.731537996,,,,,
NUDT16L1,-1.06182918,Arg,GCN2KO,NA,NA,NA,,,,,
TKFC,-0.533725515,Arg,GCN2KO,NA,NA,NA,,,,,
TKT,-0.53521653,Arg,GCN2KO,0.151167016,0.311406854,-0.846623384,,,,,
TLE1,NA,Arg,GCN2KO,NA,NA,NA,,,,,
TLE3,-0.67075402,Arg,GCN2KO,NA,NA,NA,,,,,
TLE4,-5.045401493,Arg,GCN2KO,0.386976424,0.493529778,-5.538931271,,,,,
TLL1,-3.147778582,Arg,GCN2KO,NA,NA,NA,,,,,
TLN1,-1.002720145,Arg,GCN2KO,0.919011744,-0.040512882,-0.962207263,,,,,
C9orf78,-4.101913927,Arg,GCN2KO,0.010868939,-0.913300397,-3.18861353,,,,,
TRMT10C,-1.331925787,Arg,GCN2KO,0.101306138,-0.212139892,-1.119785895,,,,,
TMEM115,-2.719193188,Arg,GCN2KO,NA,NA,NA,,,,,
TMEM164,NA,Arg,GCN2KO,NA,NA,NA,,,,,
TMEM165,-3.860199684,Arg,GCN2KO,NA,NA,NA,,,,,
TMEM205,-0.08481052,Arg,GCN2KO,0.073307523,-0.585060368,0.500249848,,,,,
TMEM209,-1.217489343,Arg,GCN2KO,2.57E-04,2.102995999,-3.320485342,,,,,
TMEM214,-1.267408468,Arg,GCN2KO,NA,NA,NA,,,,,
TMEM256,-0.69854349,Arg,GCN2KO,2.73E-92,-3.439846199,2.741302709,,,,,
TMEM263,-1.420519605,Arg,GCN2KO,NA,NA,NA,,,,,
TM9SF1,-0.19070653,Arg,GCN2KO,1.44E-07,-2.058569524,1.867862994,,,,,
TM9SF2,-2.825150251,Arg,GCN2KO,0.087873229,-0.620648933,-2.204501318,,,,,
TM9SF3,-1.085028477,Arg,GCN2KO,0.4989133,0.903377625,-1.988406103,,,,,
TM9SF4,-1.320800802,Arg,GCN2KO,0.228928539,-0.319032574,-1.001768229,,,,,
TMA16,1.805926635,Arg,GCN2KO,2.49E-12,-1.175509063,2.981435698,,,,,
TMCO1,-0.209012947,Arg,GCN2KO,NA,NA,NA,,,,,
TMED1,-0.142953383,Arg,GCN2KO,NA,NA,NA,,,,,
TMED2,-0.797346465,Arg,GCN2KO,NA,NA,NA,,,,,
TMED4,-0.890645768,Arg,GCN2KO,NA,NA,NA,,,,,
TMED5,-0.551568685,Arg,GCN2KO,0.35239526,0.279533435,-0.83110212,,,,,
TMED7,-1.164516343,Arg,GCN2KO,NA,NA,NA,,,,,
TMED8,-0.27779293,Arg,GCN2KO,NA,NA,NA,,,,,
TMED9,-0.772327918,Arg,GCN2KO,0.09857443,1.337327105,-2.109655023,,,,,
TMED10,-0.67510717,Arg,GCN2KO,0.924248668,0.060973203,-0.736080373,,,,,
TMF1,-4.41916899,Arg,GCN2KO,0.082783922,0.503166303,-4.922335293,,,,,
TMEM33,-1.00890517,Arg,GCN2KO,0.161528016,-0.8089726,-0.19993257,,,,,
TMEM70,0.04212247,Arg,GCN2KO,0.007228125,0.689994375,-0.647871905,,,,,
TMOD3,-2.250038415,Arg,GCN2KO,3.35E-04,1.588573559,-3.838611974,,,,,
TMX1,-0.64807577,Arg,GCN2KO,0.985232096,-0.006687728,-0.641388042,,,,,
TMX2,-1.365475017,Arg,GCN2KO,NA,NA,NA,,,,,
TMX3,-1.185048135,Arg,GCN2KO,0.526216331,-0.272118801,-0.912929334,,,,,
TMX4,-0.96698462,Arg,GCN2KO,NA,NA,NA,,,,,
TNIK,-2.022669845,Arg,GCN2KO,0.227982862,-0.848338535,-1.17433131,,,,,
TNIP1,NA,Arg,GCN2KO,NA,NA,NA,,,,,
TNNI3,-6.079525908,Arg,GCN2KO,0.056923396,-0.884527132,-5.194998776,,,,,
TNPO1,-0.871216158,Arg,GCN2KO,0.394632255,0.24570913,-1.116925287,,,,,
TNPO2,-0.673728687,Arg,GCN2KO,NA,NA,NA,,,,,
TNPO3,-0.753810642,Arg,GCN2KO,0.112795739,0.560288791,-1.314099433,,,,,
TNRC6A,-2.023454618,Arg,GCN2KO,0.145111307,-1.448439068,-0.575015551,,,,,
TNRC6B,-2.711186337,Arg,GCN2KO,0.345796409,-0.612134976,-2.099051361,,,,,
TOE1,-4.70444598,Arg,GCN2KO,0.16726186,-0.534295637,-4.170150344,,,,,
TOR1AIP1,-1.05052814,Arg,GCN2KO,1.52E-05,-1.959093728,0.908565588,,,,,
TOR1AIP2,-0.677134882,Arg,GCN2KO,0.110473893,1.342763172,-2.019898054,,,,,
TOLLIP,-0.115435742,Arg,GCN2KO,NA,NA,NA,,,,,
TOM1,-0.561673422,Arg,GCN2KO,0.833561618,-0.113226525,-0.448446898,,,,,
TOMM22,-0.949947215,Arg,GCN2KO,0.352619082,-0.354001634,-0.595945581,,,,,
TOMM34,-1.035477622,Arg,GCN2KO,0.357445333,0.796456616,-1.831934239,,,,,
TOMM40,-0.088394597,Arg,GCN2KO,NA,NA,NA,,,,,
TOMM70,-1.400182682,Arg,GCN2KO,NA,NA,NA,,,,,
TOP1,-1.138530532,Arg,GCN2KO,0.84797261,0.063301824,-1.201832357,,,,,
TOP1MT,-1.0065736,Arg,GCN2KO,2.49E-06,-3.219059432,2.212485832,,,,,
TOP2A,-3.235121517,Arg,GCN2KO,0.002602027,-0.66686946,-2.568252058,,,,,
TOP2B,-2.244496373,Arg,GCN2KO,4.80E-08,-1.625477695,-0.619018677,,,,,
PBK,-1.187486695,Arg,GCN2KO,0.006126699,-1.084983471,-0.102503224,,,,,
TOR1B,-1.222597375,Arg,GCN2KO,NA,NA,NA,,,,,
TOX3,-0.34938868,Arg,GCN2KO,NA,NA,NA,,,,,
PTP4A2,-0.773887242,Arg,GCN2KO,0.384645613,0.225884809,-0.999772052,,,,,
TP53BP1,-3.118046166,Arg,GCN2KO,2.80E-04,-1.412595818,-1.705450347,,,,,
TRAPPC2,-1.313429663,Arg,GCN2KO,2.03E-06,0.965802093,-2.279231757,,,,,
TRAPPC2L,-2.067088915,Arg,GCN2KO,2.43E-10,-0.973889234,-1.093199681,,,,,
TRAPPC6B,-0.360037388,Arg,GCN2KO,NA,NA,NA,,,,,
TPD52,-0.916728868,Arg,GCN2KO,0.721064513,0.337966165,-1.254695033,,,,,
TPD52L1,-2.563819137,Arg,GCN2KO,NA,NA,NA,,,,,
TPD52L2,-0.269622455,Arg,GCN2KO,NA,NA,NA,,,,,
TPI1,-0.141821302,Arg,GCN2KO,0.554791579,0.123585967,-0.26540727,,,,,
TPM2,-1.04551642,Arg,GCN2KO,0.250752265,0.56675233,-1.61226875,,,,,
TPM4,-0.12751831,Arg,GCN2KO,0.874968611,-0.063248321,-0.064269989,,,,,
TPMT,-1.183729057,Arg,GCN2KO,0.141751245,-0.809321224,-0.374407833,,,,,
TPP2,-2.055926422,Arg,GCN2KO,NA,NA,NA,,,,,
TRAPPC4,-1.275180242,Arg,GCN2KO,0.445918608,-0.170757644,-1.104422598,,,,,
TPPP3,-0.922646403,Arg,GCN2KO,NA,NA,NA,,,,,
TPR,-1.299833065,Arg,GCN2KO,0.010351642,0.64290867,-1.942741735,,,,,
TPRKB,-0.508881007,Arg,GCN2KO,0.00328029,0.493018792,-1.001899799,,,,,
TPX2,-5.350434582,Arg,GCN2KO,0.607218841,-0.133221886,-5.217212695,,,,,
TRMT112,-1.43786566,Arg,GCN2KO,6.42E-40,-2.142265781,0.704400121,,,,,
THRAP3,-0.943042077,Arg,GCN2KO,0.226491039,0.185495058,-1.128537136,,,,,
TRA2A,0.72418188,Arg,GCN2KO,0.445081931,-0.662263139,1.386445019,,,,,
TRABD,-1.9862947,Arg,GCN2KO,NA,NA,NA,,,,,
TRAF2,3.155653142,Arg,GCN2KO,NA,NA,NA,,,,,
TRAM1,-2.26049641,Arg,GCN2KO,0.016000568,0.840789515,-3.101285925,,,,,
TRAP1,-1.27493718,Arg,GCN2KO,0.273175399,-0.323879103,-0.951058077,,,,,
MID1,-1.134622352,Arg,GCN2KO,NA,NA,NA,,,,,
TRIM25,-0.760189415,Arg,GCN2KO,NA,NA,NA,,,,,
TRIM26,-1.723349883,Arg,GCN2KO,NA,NA,NA,,,,,
TRIM33,-3.93617753,Arg,GCN2KO,0.853364606,0.094537732,-4.030715262,,,,,
TRIP12,-5.313180385,Arg,GCN2KO,0.216672035,-0.436846763,-4.876333622,,,,,
TRIR,-0.69003411,Arg,GCN2KO,NA,NA,NA,,,,,
TRMT1,-0.25578713,Arg,GCN2KO,0.487400778,0.466483301,-0.722270431,,,,,
TRMT11,-1.716557498,Arg,GCN2KO,1.21E-04,1.119539062,-2.836096561,,,,,
TRMT1L,-1.776688577,Arg,GCN2KO,0.23293715,-0.95830323,-0.818385348,,,,,
TRMT5,-0.82425114,Arg,GCN2KO,0.526709144,0.165373288,-0.989624428,,,,,
TRMT6,-1.279023973,Arg,GCN2KO,0.001824739,-0.799061174,-0.479962799,,,,,
TRMT61A,-0.561978447,Arg,GCN2KO,NA,NA,NA,,,,,
METTL1,-0.731808965,Arg,GCN2KO,NA,NA,NA,,,,,
TRNT1,-0.793346287,Arg,GCN2KO,0.962862934,0.019763469,-0.813109757,,,,,
TRRAP,-5.210841233,Arg,GCN2KO,NA,NA,NA,,,,,
PUS1,-0.80365722,Arg,GCN2KO,0.368922515,0.676067165,-1.479724385,,,,,
TRUB1,-3.063736708,Arg,GCN2KO,NA,NA,NA,,,,,
TXNRD1,-1.069296732,Arg,GCN2KO,0.956857253,0.013326738,-1.08262347,,,,,
TSG101,-0.84937693,Arg,GCN2KO,2.41E-07,1.306517288,-2.155894218,,,,,
TSC2,-2.38924576,Arg,GCN2KO,NA,NA,NA,,,,,
TSN,-0.39282685,Arg,GCN2KO,0.495953443,-0.168114082,-0.224712768,,,,,
TSNAX,-1.66419627,Arg,GCN2KO,0.124839156,0.462721073,-2.126917343,,,,,
TSR1,-1.014109865,Arg,GCN2KO,1.14E-09,-1.480860969,0.466751104,,,,,
TSR2,-0.95286113,Arg,GCN2KO,0.637282561,-0.28213691,-0.67072422,,,,,
TTC1,-0.743545473,Arg,GCN2KO,0.005495184,-0.623172436,-0.120373036,,,,,
TTC27,-1.114210345,Arg,GCN2KO,0.392681319,0.249600338,-1.363810682,,,,,
TTC33,-1.00544929,Arg,GCN2KO,0.35330188,0.691285858,-1.696735148,,,,,
TTC37,-3.643824305,Arg,GCN2KO,0.009667422,-0.584662159,-3.059162146,,,,,
TTC38,-2.471353577,Arg,GCN2KO,NA,NA,NA,,,,,
TTC4,-1.529764305,Arg,GCN2KO,0.408109774,0.37274685,-1.902511155,,,,,
TTC5,-0.535787555,Arg,GCN2KO,NA,NA,NA,,,,,
TTF2,-3.456679485,Arg,GCN2KO,0.086155631,-0.525444076,-2.931235409,,,,,
TTI2,-1.451831353,Arg,GCN2KO,3.97E-10,1.96499852,-3.416829874,,,,,
TTK,-3.886817906,Arg,GCN2KO,0.369872434,0.188233578,-4.075051485,,,,,
TTLL12,-0.321086695,Arg,GCN2KO,NA,NA,NA,,,,,
TWF1,-1.36669925,Arg,GCN2KO,0.342164148,0.54451638,-1.91121563,,,,,
TWF2,-0.37212616,Arg,GCN2KO,NA,NA,NA,,,,,
TAX1BP3,-1.87440264,Arg,GCN2KO,NA,NA,NA,,,,,
TEX264,-1.071198713,Arg,GCN2KO,NA,NA,NA,,,,,
TXNDC12,-0.45074479,Arg,GCN2KO,NA,NA,NA,,,,,
TXNDC17,-0.37325561,Arg,GCN2KO,0.004734236,-0.477721334,0.104465724,,,,,
TXLNA,-0.296895863,Arg,GCN2KO,0.153342519,1.129730133,-1.426625996,,,,,
TXLNG,-0.6522895,Arg,GCN2KO,1.23E-07,1.700203985,-2.352493485,,,,,
TXNL4A,-0.777332833,Arg,GCN2KO,0.181285108,-0.388957442,-0.388375391,,,,,
TXNDC5,-0.677249125,Arg,GCN2KO,NA,NA,NA,,,,,
TXNDC9,-1.55394179,Arg,GCN2KO,0.012142238,0.575345252,-2.129287042,,,,,
TXNL1,-1.166307553,Arg,GCN2KO,0.00120193,0.738848486,-1.905156038,,,,,
SLC25A1,-1.174732088,Arg,GCN2KO,NA,NA,NA,,,,,
TMSB10,-0.303335368,Arg,GCN2KO,0.002806712,-0.482614147,0.179278779,,,,,
TDP2,-3.776279575,Arg,GCN2KO,NA,NA,NA,,,,,
TYMS,-3.981338,Arg,GCN2KO,3.70E-10,-3.84559826,-0.13573974,,,,,
YY1,-1.05291354,Arg,GCN2KO,0.008164166,1.23188627,-2.28479981,,,,,
UNC119B,0.333329045,Arg,GCN2KO,NA,NA,NA,,,,,
U2AF1,-0.708475928,Arg,GCN2KO,0.891092346,-0.035049801,-0.673426127,,,,,
U2AF2,-0.619931943,Arg,GCN2KO,NA,NA,NA,,,,,
RRP9,-0.945392312,Arg,GCN2KO,0.138830297,-0.933547562,-0.01184475,,,,,
