PG.UniProtIds,gene_name,ProteinName,PG.ProteinNames,modification,cellline,condition,mean_ks,sd_ks,se_ks,mean_l2fc,sd_l2fc,se_l2fc,,,,,,
P15531,NME1,NME/NM23 nucleoside diphosphate kinase 1,NDKA_HUMAN,GCN2 KO,293T,−Arg,0.016156667,0.002616129,0.001510423,-2.423627008,0.330937853,0.191067059,,,,,,
P15531,NME1,NME/NM23 nucleoside diphosphate kinase 1,NDKA_HUMAN,GCN2 KO,293T,−Leu,0.015573333,0.004233879,0.002444431,-2.504053274,0.21015039,0.121330384,,,,,,
P15531,NME1,NME/NM23 nucleoside diphosphate kinase 1,NDKA_HUMAN,WT,293T,Rich,0.083406667,0.014507241,0.008375759,0,0,0,,,,,,
P15531,NME1,NME/NM23 nucleoside diphosphate kinase 1,NDKA_HUMAN,WT,293T,−Arg,0.013566667,9.21E-04,5.32E-04,-2.608354755,0.232313434,0.134126224,,,,,,
P15531,NME1,NME/NM23 nucleoside diphosphate kinase 1,NDKA_HUMAN,WT,293T,−Leu,0.010198,0.001888816,0.001090509,-3.034196167,0.414499376,0.239311326,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,GCN2 KO,293T,Rich,0.069173333,0.015975964,0.009223727,0,0,0,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,GCN2 KO,293T,−Arg,0.023373333,0.0036376,0.002100169,-1.55372741,0.239608177,0.138337845,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,GCN2 KO,293T,−Leu,0.02012,0.008598418,0.004964299,-1.89356977,0.218048201,0.125890187,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,WT,293T,Rich,0.093186667,0.02681798,0.015483368,0,0,0,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,WT,293T,−Arg,0.015143333,0.005530771,0.003193192,-2.647133056,0.147645592,0.085243222,,,,,,
P15880,RPS2,ribosomal protein S2,RS2_HUMAN,WT,293T,−Leu,0.013211,0.005257179,0.003035234,-2.872104647,0.751631246,0.433954502,,,,,,
P15924,DSP,desmoplakin,DESP_HUMAN,GCN2 KO,293T,Rich,0.08231,NA,NA,0,NA,NA,,,,,,
P15924,DSP,desmoplakin,DESP_HUMAN,GCN2 KO,293T,−Arg,3.02E-07,NA,NA,-18.05568201,NA,NA,,,,,,
P16152,CBR1,carbonyl reductase 1,CBR1_HUMAN,WT,293T,Rich,0.039735,0.004829539,0.002788336,0,0,0,,,,,,
P16152,CBR1,carbonyl reductase 1,CBR1_HUMAN,WT,293T,−Leu,0.0053445,0.003779486,0.002182087,-3.096499235,0.945080817,0.545642664,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,GCN2 KO,293T,Rich,0.105256667,0.06274675,0.036226853,0,0,0,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,GCN2 KO,293T,−Arg,8.27E-04,NA,NA,-6.562040295,NA,NA,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,GCN2 KO,293T,−Leu,0.010823,0.002265296,0.001307869,-3.144192523,0.613718309,0.354330431,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,WT,293T,Rich,0.09059,0.0050346,0.002906728,0,0,0,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,WT,293T,−Arg,0.0008341,NA,NA,-6.818596926,NA,NA,,,,,,
P16402,H1-3,"H1.3 linker histone, cluster member",H13_HUMAN,WT,293T,−Leu,0.007914,NA,NA,-3.459033826,NA,NA,,,,,,
P16403,H1-2,"H1.2 linker histone, cluster member",H12_HUMAN,GCN2 KO,293T,Rich,0.091663333,0.043338851,0.025021697,0,0,0,,,,,,
P16403,H1-2,"H1.2 linker histone, cluster member",H12_HUMAN,GCN2 KO,293T,−Arg,0.002743,NA,NA,-4.30286836,NA,NA,,,,,,
P16403,H1-2,"H1.2 linker histone, cluster member",H12_HUMAN,GCN2 KO,293T,−Leu,0.008648667,0.002027067,0.001170328,-3.323131719,0.473863552,0.273585249,,,,,,
P16403,H1-2,"H1.2 linker histone, cluster member",H12_HUMAN,WT,293T,Rich,0.13264,0.081402133,0.046997543,0,0,0,,,,,,
P16403,H1-2,"H1.2 linker histone, cluster member",H12_HUMAN,WT,293T,−Leu,0.008966,0.00267852,0.001546445,-3.769329854,1.385823659,0.800105663,,,,,,
P16615,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,AT2A2_HUMAN,GCN2 KO,293T,Rich,0.05802,0.020096166,0.011602527,0,0,0,,,,,,
P16615,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,AT2A2_HUMAN,GCN2 KO,293T,−Leu,0.024873333,0.015574063,0.008991689,-1.344883304,0.898145941,0.518544801,,,,,,
P16615,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,AT2A2_HUMAN,WT,293T,Rich,0.081625,0.052997653,0.030598209,0,0,0,,,,,,
P16615,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,AT2A2_HUMAN,WT,293T,−Arg,0.009976,0.00287651,0.001660754,-2.892352264,0.590452678,0.340898013,,,,,,
P16615,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2,AT2A2_HUMAN,WT,293T,−Leu,0.0096655,3.54E-04,2.05E-04,-2.907825885,1.065245934,0.615020027,,,,,,
P17174,GOT1,glutamic-oxaloacetic transaminase 1,AATC_HUMAN,GCN2 KO,293T,Rich,0.04935,0.023221387,0.013406874,0,0,0,,,,,,
P17174,GOT1,glutamic-oxaloacetic transaminase 1,AATC_HUMAN,GCN2 KO,293T,−Leu,0.013438,0.009831613,0.005676284,-2.016784739,0.462754499,0.267171434,,,,,,
P17174,GOT1,glutamic-oxaloacetic transaminase 1,AATC_HUMAN,WT,293T,Rich,0.042025,0.009454018,0.00545828,0,0,0,,,,,,
P17174,GOT1,glutamic-oxaloacetic transaminase 1,AATC_HUMAN,WT,293T,−Arg,0.007823,NA,NA,-2.17550817,NA,NA,,,,,,
P17174,GOT1,glutamic-oxaloacetic transaminase 1,AATC_HUMAN,WT,293T,−Leu,0.01033,NA,NA,-2.237377729,NA,NA,,,,,,
P17480,UBTF,upstream binding transcription factor,UBF1_HUMAN,GCN2 KO,293T,Rich,0.131785,0.054609857,0.031529015,0,0,0,,,,,,
P17480,UBTF,upstream binding transcription factor,UBF1_HUMAN,GCN2 KO,293T,−Leu,0.03605,0.010238906,0.005911435,-1.835057731,1.031281354,0.595410567,,,,,,
P17480,UBTF,upstream binding transcription factor,UBF1_HUMAN,WT,293T,Rich,0.07057,0.007424621,0.004286607,0,0,0,,,,,,
P17480,UBTF,upstream binding transcription factor,UBF1_HUMAN,WT,293T,−Arg,0.014675,0.006583164,0.003800792,-2.338189551,0.518242423,0.299207403,,,,,,
P17480,UBTF,upstream binding transcription factor,UBF1_HUMAN,WT,293T,−Leu,0.016465,0.001180868,6.82E-04,-2.097506716,0.048507105,0.02800559,,,,,,
P17812,CTPS1,CTP synthase 1,PYRG1_HUMAN,WT,293T,Rich,0.10577,0.02187267,0.012628192,0,0,0,,,,,,
P17812,CTPS1,CTP synthase 1,PYRG1_HUMAN,WT,293T,−Arg,0.0027495,0.001631295,9.42E-04,-5.228048526,0.759828889,0.438687414,,,,,,
P17812,CTPS1,CTP synthase 1,PYRG1_HUMAN,WT,293T,−Leu,0.012954,0.00755356,0.00436105,-3.227376665,0.895920892,0.517260168,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,GCN2 KO,293T,Rich,0.1383,0.027011479,0.015595085,0,0,0,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,GCN2 KO,293T,−Arg,0.01374,NA,NA,-3.517981632,NA,NA,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,GCN2 KO,293T,−Leu,0.039885,0.015139156,0.008740596,-1.833921922,0.844938624,0.487825542,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,WT,293T,Rich,0.1685,NA,NA,0,NA,NA,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,WT,293T,−Arg,0.00708,NA,NA,-4.572855421,NA,NA,,,,,,
P17844,DDX5,DEAD-box helicase 5,DDX5_HUMAN,WT,293T,−Leu,0.02355,NA,NA,-2.838949626,NA,NA,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,GCN2 KO,293T,Rich,0.048553333,0.018001679,0.010393274,0,0,0,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,GCN2 KO,293T,−Arg,0.017393333,0.005236892,0.003023521,-1.464334691,0.900843892,0.520102464,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,GCN2 KO,293T,−Leu,0.01278,0.001640488,9.47E-04,-2.025359042,0.408552379,0.235877826,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,WT,293T,Rich,0.0696,0.009449481,0.005455661,0,0,0,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,WT,293T,−Arg,0.01642,0.003396012,0.001960689,-2.096711878,0.418518015,0.241631488,,,,,,
P17980,PSMC3,"proteasome 26S subunit, ATPase 3",PRS6A_HUMAN,WT,293T,−Leu,0.011092333,0.005941673,0.003430426,-2.801854503,1.024338884,0.59140233,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,GCN2 KO,293T,Rich,0.03229,0.001047473,6.05E-04,0,0,0,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,GCN2 KO,293T,−Arg,7.62E-04,NA,NA,-5.388788427,NA,NA,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,GCN2 KO,293T,−Leu,0.010691667,0.004986463,0.002878935,-1.705886592,0.716979816,0.41394849,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,WT,293T,Rich,0.05342,0.009120302,0.005265609,0,0,0,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,WT,293T,−Arg,0.005099333,0.003316849,0.001914984,-3.677483725,1.329625597,0.767659696,,,,,,
P17987,TCP1,t-complex 1,TCPA_HUMAN,WT,293T,−Leu,0.006466,0.004733373,0.002732814,-3.404687839,1.1156579,0.644125389,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,GCN2 KO,293T,Rich,0.080666667,0.031655068,0.018276062,0,0,0,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,GCN2 KO,293T,−Arg,0.004969333,0.001308787,7.56E-04,-3.984688299,0.173840933,0.100367109,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,GCN2 KO,293T,−Leu,0.019223333,0.00289621,0.001672128,-2.011770617,0.62854979,0.362893391,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,WT,293T,Rich,0.119063333,0.055233975,0.031889351,0,0,0,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,WT,293T,−Arg,0.006117,0.001227477,7.09E-04,-4.210331111,0.491944811,0.284024469,,,,,,
P18124,RPL7,ribosomal protein L7,RL7_HUMAN,WT,293T,−Leu,0.011924333,0.001759837,0.001016042,-3.237182912,0.587849519,0.339395078,,,,,,
P18206,VCL,vinculin,VINC_HUMAN,GCN2 KO,293T,Rich,0.05745,0.006972073,0.004025328,0,0,0,,,,,,
P18206,VCL,vinculin,VINC_HUMAN,GCN2 KO,293T,−Leu,0.02017,0.01310976,0.007568923,-1.675922331,0.838086221,0.483869305,,,,,,
P18206,VCL,vinculin,VINC_HUMAN,WT,293T,Rich,0.063286667,0.014799008,0.008544211,0,0,0,,,,,,
P18206,VCL,vinculin,VINC_HUMAN,WT,293T,−Arg,0.009158667,0.004516953,0.002607864,-2.909876182,0.608346819,0.3512292,,,,,,
P18206,VCL,vinculin,VINC_HUMAN,WT,293T,−Leu,0.01513,0.001103087,6.37E-04,-2.016933225,0.593871602,0.342871929,,,,,,
P18583,SON,SON DNA and RNA binding protein,SON_HUMAN,GCN2 KO,293T,Rich,0.1211,NA,NA,0,NA,NA,,,,,,
P18583,SON,SON DNA and RNA binding protein,SON_HUMAN,GCN2 KO,293T,−Leu,0.03677,NA,NA,-1.719597783,NA,NA,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,GCN2 KO,293T,Rich,0.061213333,0.024736294,0.014281506,0,0,0,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,GCN2 KO,293T,−Arg,0.014736667,0.001185341,6.84E-04,-1.985811833,0.607020322,0.350463346,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,GCN2 KO,293T,−Leu,0.017856667,0.003192747,0.001843333,-1.722450519,0.44324104,0.255905334,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,WT,293T,Rich,0.085236667,0.025532549,0.014741224,0,0,0,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,WT,293T,−Arg,0.011680333,0.003735695,0.002156805,-2.884824719,0.333785193,0.192710971,,,,,,
P18621,RPL17,ribosomal protein L17,RL17_HUMAN,WT,293T,−Leu,0.010845,4.31E-04,2.49E-04,-2.996502062,0.622041775,0.359135986,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,GCN2 KO,293T,Rich,0.038846667,0.016463564,0.009505243,0,0,0,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,GCN2 KO,293T,−Arg,0.006478333,0.003902555,0.002253141,-2.764688223,0.931887118,0.538025279,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,GCN2 KO,293T,−Leu,0.010897,0.007071154,0.004082533,-2.094787861,1.079731586,0.623383322,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,WT,293T,Rich,0.05207,0.009836986,0.005679387,0,0,0,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,WT,293T,−Arg,0.006927333,0.003396293,0.001960851,-2.998582583,0.712260713,0.411223914,,,,,,
P18669,PGAM1,phosphoglycerate mutase 1,PGAM1_HUMAN,WT,293T,−Leu,0.0047065,8.37E-04,4.83E-04,-3.619213288,0.367960806,0.21244227,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,GCN2 KO,293T,Rich,0.06966,0.010082534,0.005821154,0,0,0,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,GCN2 KO,293T,−Arg,0.01288,NA,NA,-2.626003727,NA,NA,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,GCN2 KO,293T,−Leu,0.01536,0.001817498,0.001049333,-2.17763635,0.204171371,0.117878396,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,WT,293T,Rich,0.088613333,0.024029351,0.013873353,0,0,0,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,WT,293T,−Arg,0.006713,0.001795818,0.001036816,-3.724835403,0.136648094,0.078893814,,,,,,
P18754,RCC1,regulator of chromosome condensation 1,RCC1_HUMAN,WT,293T,−Leu,0.018022667,0.009163925,0.005290795,-2.410472514,0.511529831,0.295331885,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,GCN2 KO,293T,Rich,0.058633333,0.003443608,0.001988168,0,0,0,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,GCN2 KO,293T,−Arg,0.00714,0.001067731,6.16E-04,-3.065171949,0.322769049,0.186350797,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,GCN2 KO,293T,−Leu,0.006951,0.001156157,6.68E-04,-3.088252297,0.1723913,0.099530163,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,WT,293T,Rich,0.084576667,0.043723621,0.025243844,0,0,0,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,WT,293T,−Arg,0.0051075,0.002573162,0.001485616,-4.365259242,0.144543204,0.083452058,,,,,,
P19338,NCL,nucleolin,NUCL_HUMAN,WT,293T,−Leu,0.007585667,0.002546826,0.001470411,-3.413432798,0.973453631,0.562023716,,,,,,
P19525,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,E2AK2_HUMAN,WT,293T,Rich,0.1459,NA,NA,0,NA,NA,,,,,,
P19525,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2,E2AK2_HUMAN,WT,293T,−Leu,0.0125,NA,NA,-3.544979883,NA,NA,,,,,,
P19623,SRM,spermidine synthase,SPEE_HUMAN,GCN2 KO,293T,Rich,0.04261,NA,NA,0,NA,NA,,,,,,
P19623,SRM,spermidine synthase,SPEE_HUMAN,GCN2 KO,293T,−Arg,0.003594,NA,NA,-3.567529738,NA,NA,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,GCN2 KO,293T,Rich,0.06705,0.013138044,0.007585253,0,0,0,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,GCN2 KO,293T,−Arg,0.009482,3.07E-04,1.77E-04,-2.808369567,0.237816566,0.137303458,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,GCN2 KO,293T,−Leu,0.009658,0.004556596,0.002630752,-2.866570552,0.42322315,0.244347999,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,WT,293T,Rich,0.069465,0.025646763,0.014807165,0,0,0,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,WT,293T,−Arg,0.01751,0.009659079,0.005576672,-2.056246158,0.295067819,0.170357485,,,,,,
P20042,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,IF2B_HUMAN,WT,293T,−Leu,0.011545,0.001562706,9.02E-04,-2.544737017,0.74114993,0.427903111,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,GCN2 KO,293T,Rich,0.08522,0.01648973,0.00952035,0,0,0,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,GCN2 KO,293T,−Arg,0.009132,NA,NA,-3.009918715,NA,NA,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,GCN2 KO,293T,−Leu,0.02174,NA,NA,-2.155846925,NA,NA,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,WT,293T,Rich,0.08924,0.040672782,0.023482442,0,0,0,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,WT,293T,−Arg,0.008835,NA,NA,-3.739412915,NA,NA,,,,,,
P20290,BTF3,basic transcription factor 3,BTF3_HUMAN,WT,293T,−Leu,0.014575,2.05E-04,1.18E-04,-2.535162061,0.661534063,0.381936869,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,GCN2 KO,293T,Rich,0.07359,0.030991536,0.017892972,0,0,0,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,GCN2 KO,293T,−Arg,0.0049795,0.001781202,0.001028377,-4.100534137,0.02786324,0.016086849,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,GCN2 KO,293T,−Leu,0.01807,0.005158953,0.002978523,-1.98141084,0.218279205,0.126023558,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,WT,293T,Rich,0.076465,0.00297692,0.001718725,0,0,0,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,WT,293T,−Arg,0.005798,NA,NA,-3.760351322,NA,NA,,,,,,
P20700,LMNB1,lamin B1,LMNB1_HUMAN,WT,293T,−Leu,0.012445,0.001053589,6.08E-04,-2.621276118,0.066103343,0.038164783,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,GCN2 KO,293T,Rich,0.043386667,0.010710016,0.00618343,0,0,0,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,GCN2 KO,293T,−Arg,0.0039005,0.001076924,6.22E-04,-3.358506649,0.075921909,0.043833534,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,GCN2 KO,293T,−Leu,0.010438333,0.00708757,0.004092011,-2.22452701,0.73348825,0.423479639,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,WT,293T,Rich,0.069663333,0.021483706,0.012403624,0,0,0,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,WT,293T,−Arg,0.006705,0.004141515,0.002391105,-3.494502424,0.905881717,0.523011053,,,,,,
P20810,CAST,calpastatin,ICAL_HUMAN,WT,293T,−Leu,0.006294667,0.001432311,8.27E-04,-3.441780524,0.225553556,0.130223407,,,,,,
P21266,GSTM3,glutathione S-transferase mu 3,GSTM3_HUMAN,GCN2 KO,293T,Rich,0.0812,0.026728636,0.015431785,0,0,0,,,,,,
P21266,GSTM3,glutathione S-transferase mu 3,GSTM3_HUMAN,GCN2 KO,293T,−Arg,0.007064,NA,NA,-3.824812821,NA,NA,,,,,,
P21266,GSTM3,glutathione S-transferase mu 3,GSTM3_HUMAN,GCN2 KO,293T,−Leu,0.02999,NA,NA,-1.054750641,NA,NA,,,,,,
P21266,GSTM3,glutathione S-transferase mu 3,GSTM3_HUMAN,WT,293T,Rich,0.09044,NA,NA,0,NA,NA,,,,,,
P21266,GSTM3,glutathione S-transferase mu 3,GSTM3_HUMAN,WT,293T,−Leu,0.005277,NA,NA,-4.099171103,NA,NA,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,GCN2 KO,293T,Rich,0.04733,0.016656281,0.009616508,0,0,0,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,GCN2 KO,293T,−Arg,0.010845,0.004871966,0.002812831,-1.882048047,0.336682831,0.194383923,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,GCN2 KO,293T,−Leu,0.0118065,0.004516291,0.002607482,-2.246709809,0.180574857,0.104254942,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,WT,293T,Rich,0.06838,0.018469315,0.010663264,0,0,0,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,WT,293T,−Arg,0.006866333,0.002565848,0.001481393,-3.344630795,0.403403718,0.232905245,,,,,,
P21333,FLNA,filamin A,FLNA_HUMAN,WT,293T,−Leu,0.01199,0.002092152,0.001207905,-2.487010466,0.647594234,0.373888705,,,,,,
P21399,ACO1,aconitase 1,ACOC_HUMAN,GCN2 KO,293T,Rich,0.02723,NA,NA,0,NA,NA,,,,,,
P21399,ACO1,aconitase 1,ACOC_HUMAN,GCN2 KO,293T,−Leu,0.009638,NA,NA,-1.498391276,NA,NA,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,GCN2 KO,293T,Rich,0.043736667,0.021604945,0.012473621,0,0,0,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,GCN2 KO,293T,−Arg,0.00158875,8.74E-04,5.05E-04,-4.415465881,0.605081673,0.349344067,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,GCN2 KO,293T,−Leu,0.011885667,0.008744825,0.005048827,-2.191924766,1.02677,0.592805936,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,WT,293T,Rich,0.07703,0.053132004,0.030675777,0,0,0,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,WT,293T,−Arg,0.004411,0.001670186,9.64E-04,-3.98394188,0.527723681,0.304681409,,,,,,
P21796,VDAC1,voltage dependent anion channel 1,VDAC1_HUMAN,WT,293T,−Leu,0.01131,NA,NA,-3.34093621,NA,NA,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,GCN2 KO,293T,Rich,0.03084,0.007424621,0.004286607,0,0,0,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,GCN2 KO,293T,−Arg,0.007481,0.002018083,0.001165141,-2.049022624,0.744747404,0.429980114,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,GCN2 KO,293T,−Leu,0.0087805,0.003011568,0.001738729,-1.834942506,0.15414145,0.088993608,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,WT,293T,Rich,0.051393333,0.017809341,0.010282228,0,0,0,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,WT,293T,−Arg,0.01099,0.001153776,6.66E-04,-2.174669924,0.4874456,0.281426848,,,,,,
P22061,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,PIMT_HUMAN,WT,293T,−Leu,0.015130333,0.006448116,0.003722822,-1.79336977,0.67822606,0.391573999,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,GCN2 KO,293T,Rich,0.081306667,0.041552628,0.023990421,0,0,0,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,GCN2 KO,293T,−Arg,0.0056755,3.49E-04,2.01E-04,-3.876749316,0.982750285,0.567391141,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,GCN2 KO,293T,−Leu,0.022776667,0.005653533,0.003264069,-1.749439256,0.378644011,0.218610222,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,WT,293T,Rich,0.108556667,0.061925176,0.035752517,0,0,0,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,WT,293T,−Arg,0.011071333,0.002964481,0.001711544,-3.183280179,0.410563026,0.237038674,,,,,,
P22087,FBL,fibrillarin,FBRL_HUMAN,WT,293T,−Leu,0.020433333,0.001825167,0.00105376,-2.268704002,0.890661986,0.514223937,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,GCN2 KO,293T,Rich,0.054666667,0.019833836,0.01145107,0,0,0,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,GCN2 KO,293T,−Arg,0.010737,0.005269777,0.003042507,-2.425229202,0.76117534,0.439464787,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,GCN2 KO,293T,−Leu,0.010753333,4.94E-04,2.85E-04,-2.284931641,0.550634848,0.317909178,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,WT,293T,Rich,0.069136667,0.021042743,0.012149033,0,0,0,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,WT,293T,−Arg,0.01223,0.003378032,0.001950308,-2.491994895,0.041252811,0.023817322,,,,,,
P22102,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",PUR2_HUMAN,WT,293T,−Leu,0.014185,0.002807214,0.001620746,-2.299786389,0.880972724,0.508629839,,,,,,
P22234,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,PUR6_HUMAN,GCN2 KO,293T,Rich,0.060906667,0.013066145,0.007543742,0,0,0,,,,,,
